country,year,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,emissions_Mg_CO2e
Malaysia,2008,75,9440,617687,65,124937.0,163091.0,-38155.0,227266.0
Malaysia,2008,0,94131,10231560,109,,,,
Malaysia,2008,10,89153,10221662,115,,,,
Malaysia,2008,15,88836,10206491,115,,,,
Malaysia,2008,20,88609,10195458,115,,,,
Malaysia,2008,25,88480,10189097,115,,,,
Malaysia,2008,30,88255,10177781,115,476616.0,419516.0,57100.0,576259.0
Malaysia,2008,50,87085,10109178,116,474529.0,413085.0,61444.0,574924.0
Malaysia,2008,75,82636,9801125,119,462767.0,390329.0,72438.0,566578.0
Malaysia,2008,0,1957317,288432542,147,,,,
Malaysia,2008,10,1905597,288278036,151,,,,
Malaysia,2008,15,1902967,288131590,151,,,,
Malaysia,2008,20,1901230,288031444,151,,,,
Malaysia,2008,25,1899935,287955095,152,,,,
Malaysia,2008,30,1897991,287843441,152,14159319.0,3413781.0,10745538.0,11668417.0
Malaysia,2008,50,1885261,287004870,152,14123624.0,3350068.0,10773556.0,11661535.0
Malaysia,2008,75,1844803,283308186,154,13963287.0,3165518.0,10797769.0,11592316.0
Malaysia,2008,0,228666,20380037,89,,,,
Malaysia,2008,10,213467,20332278,95,,,,
Malaysia,2008,15,212959,20310657,95,,,,
Malaysia,2008,20,212674,20298332,95,,,,
Malaysia,2008,25,212408,20286668,96,,,,
Malaysia,2008,30,211913,20265355,96,2584847.0,1077994.0,1506853.0,6135709.0
Malaysia,2008,50,210056,20175317,96,2578615.0,1067139.0,1511476.0,6133074.0
Malaysia,2008,75,200991,19630195,98,2526677.0,1018215.0,1508463.0,6098837.0
Malaysia,2008,0,708757,78995700,111,,,,
Malaysia,2008,10,628622,78859662,125,,,,
Malaysia,2008,15,626025,78735136,126,,,,
Malaysia,2008,20,623997,78634664,126,,,,
Malaysia,2008,25,622877,78578221,126,,,,
Malaysia,2008,30,621027,78484353,126,11475978.0,3938811.0,7537167.0,28878747.0
Malaysia,2008,50,611077,77887847,127,11420324.0,3878323.0,7542000.0,28844607.0
Malaysia,2008,75,576086,75139554,130,11172882.0,3692994.0,7479889.0,28575188.0
Malaysia,2008,0,105391,7348619,70,,,,
Malaysia,2008,10,92219,7328720,79,,,,
Malaysia,2008,15,91737,7309033,80,,,,
Malaysia,2008,20,91413,7295619,80,,,,
Malaysia,2008,25,91252,7288565,80,,,,
Malaysia,2008,30,90844,7271463,80,2027650.0,420894.0,1606756.0,159876.0
Malaysia,2008,50,89113,7189604,81,2021636.0,416123.0,1605512.0,159876.0
Malaysia,2008,75,82017,6798467,83,1976253.0,390489.0,1585764.0,159685.0
Malaysia,2008,0,218097,15297932,70,,,,
Malaysia,2008,10,194859,15146733,78,,,,
Malaysia,2008,15,193905,15112319,78,,,,
Malaysia,2008,20,193185,15083660,78,,,,
Malaysia,2008,25,192690,15064847,78,,,,
Malaysia,2008,30,191941,15038181,78,4190123.0,1895066.0,2295057.0,1183181.0
Malaysia,2008,50,187964,14870338,79,4178513.0,1874908.0,2303605.0,1182257.0
Malaysia,2008,75,173106,14092531,81,4099919.0,1808181.0,2291738.0,1170067.0
Malaysia,2008,0,165216,21361239,129,,,,
Malaysia,2008,10,161218,21352780,132,,,,
Malaysia,2008,15,160978,21341210,133,,,,
Malaysia,2008,20,160788,21331884,133,,,,
Malaysia,2008,25,160643,21324732,133,,,,
Malaysia,2008,30,160435,21314478,133,738212.0,714467.0,23745.0,498217.0
Malaysia,2008,50,159401,21253237,133,735681.0,709193.0,26488.0,497586.0
Malaysia,2008,75,154342,20886651,135,718484.0,682600.0,35884.0,490873.0
Malaysia,2008,0,216504,25404333,117,,,,
Malaysia,2008,10,200414,25379411,127,,,,
Malaysia,2008,15,199879,25354746,127,,,,
Malaysia,2008,20,199507,25337279,127,,,,
Malaysia,2008,25,199210,25323322,127,,,,
Malaysia,2008,30,198755,25301843,127,1161223.0,853350.0,307873.0,253542.0
Malaysia,2008,50,196628,25187680,128,1157345.0,843657.0,313688.0,253490.0
Malaysia,2008,75,187653,24618296,131,1135279.0,803881.0,331398.0,252576.0
Malaysia,2008,0,1576940,241165981,153,,,,
Malaysia,2008,10,1538423,241047802,157,,,,
Malaysia,2008,15,1536511,240940379,157,,,,
Malaysia,2008,20,1535467,240879299,157,,,,
Malaysia,2008,25,1534328,240811059,157,,,,
Malaysia,2008,30,1532462,240697952,157,5901517.0,3201588.0,2699930.0,5041165.0
Malaysia,2008,50,1523415,240081677,158,5881846.0,3154564.0,2727281.0,5035782.0
Malaysia,2008,75,1490583,237023036,159,5783377.0,2996229.0,2787148.0,4986709.0
Malaysia,2008,0,175804,14436665,82,,,,
Malaysia,2008,10,150659,14240498,95,,,,
Malaysia,2008,15,149635,14194744,95,,,,
Malaysia,2008,20,149086,14169594,95,,,,
Malaysia,2008,25,148736,14153744,95,,,,
Malaysia,2008,30,147913,14115588,95,608928.0,1336288.0,-727360.0,509683.0
Malaysia,2008,50,144963,13961141,96,604793.0,1321371.0,-716577.0,507616.0
Malaysia,2008,75,135368,13375671,99,584426.0,1274270.0,-689843.0,495500.0
Malaysia,2008,0,365580,51326218,140,,,,
Malaysia,2008,10,353146,51298770,145,,,,
Malaysia,2008,15,352377,51259002,145,,,,
Malaysia,2008,20,351966,51236770,146,,,,
Malaysia,2008,25,351610,51217389,146,,,,
Malaysia,2008,30,350989,51182748,146,1535917.0,764633.0,771284.0,781014.0
Malaysia,2008,50,347531,50985378,147,1529839.0,746974.0,782865.0,779689.0
Malaysia,2008,75,337107,50252599,149,1499362.0,698678.0,800684.0,768336.0
Malaysia,2008,0,402933,56286898,140,,,,
Malaysia,2008,10,389009,56247474,145,,,,
Malaysia,2008,15,388276,56209881,145,,,,
Malaysia,2008,20,387806,56184065,145,,,,
Malaysia,2008,25,387437,56163880,145,,,,
Malaysia,2008,30,386787,56128670,145,1798645.0,1112388.0,686257.0,1493752.0
Malaysia,2008,50,383548,55934092,146,1793072.0,1094684.0,698388.0,1493064.0
Malaysia,2008,75,373888,55207475,148,1767168.0,1044162.0,723006.0,1485427.0
Malaysia,2008,0,142600,19609629,138,,,,
Malaysia,2008,10,132809,19604578,148,,,,
Malaysia,2008,15,132605,19595291,148,,,,
Malaysia,2008,20,132463,19588784,148,,,,
Malaysia,2008,25,132330,19582613,148,,,,
Malaysia,2008,30,132123,19572866,148,272187.0,344800.0,-72612.0,163874.0
Malaysia,2008,50,130884,19502554,149,268436.0,337833.0,-69397.0,162466.0
Malaysia,2008,75,124719,19071962,153,238217.0,303368.0,-65151.0,149071.0
Malaysia,2008,0,178828,17093272,96,,,,
Malaysia,2008,10,158791,17024915,107,,,,
Malaysia,2008,15,157947,16985346,108,,,,
Malaysia,2008,20,157442,16960845,108,,,,
Malaysia,2008,25,157105,16944586,108,,,,
Malaysia,2008,30,156470,16912900,108,1739519.0,830013.0,909505.0,3657733.0
Malaysia,2008,50,153198,16723607,109,1727511.0,812664.0,914847.0,3654730.0
Malaysia,2008,75,142022,15961385,112,1668050.0,759391.0,908659.0,3623401.0
Malaysia,2008,0,2211348,316313074,143,,,,
Malaysia,2008,10,2161235,316181277,146,,,,
Malaysia,2008,15,2158633,316049898,146,,,,
Malaysia,2008,20,2156729,315950143,146,,,,
Malaysia,2008,25,2155331,315876682,147,,,,
Malaysia,2008,30,2153317,315771744,147,13735339.0,4065361.0,9669977.0,16713643.0
Malaysia,2008,50,2140768,315025047,147,13704630.0,4007528.0,9697102.0,16706404.0
Malaysia,2008,75,2094889,311456583,149,13544165.0,3820416.0,9723748.0,16620499.0
Malaysia,2008,0,162052,11973786,74,,,,
Malaysia,2008,10,148109,11945422,81,,,,
Malaysia,2008,15,147680,11929563,81,,,,
Malaysia,2008,20,147372,11917474,81,,,,
Malaysia,2008,25,147166,11909389,81,,,,
Malaysia,2008,30,146815,11896111,81,4296043.0,868566.0,3427477.0,1118412.0
Malaysia,2008,50,145050,11818911,81,4289615.0,860772.0,3428843.0,1117756.0
Malaysia,2008,75,136194,11327428,83,4220872.0,820514.0,3400358.0,1111193.0
Malaysia,2008,0,45192,3473433,77,,,,
Malaysia,2008,10,40539,3463206,85,,,,
Malaysia,2008,15,40175,3449599,86,,,,
Malaysia,2008,20,39951,3440827,86,,,,
Malaysia,2008,25,39779,3434214,86,,,,
Malaysia,2008,30,39447,3421076,87,509639.0,202617.0,307022.0,373235.0
Malaysia,2008,50,38125,3363392,88,506978.0,195159.0,311819.0,372641.0
Malaysia,2008,75,33778,3135282,93,490535.0,173153.0,317381.0,362732.0
Malaysia,2008,0,459720,37512568,82,,,,
Malaysia,2008,10,387682,37364611,96,,,,
Malaysia,2008,15,385082,37254521,97,,,,
Malaysia,2008,20,382980,37157359,97,,,,
Malaysia,2008,25,381851,37106566,97,,,,
Malaysia,2008,30,379750,37013396,97,6007690.0,1293693.0,4713997.0,22193144.0
Malaysia,2008,50,370063,36533286,99,5984412.0,1263271.0,4721141.0,22177189.0
Malaysia,2008,75,324119,33562441,104,5813512.0,1137452.0,4676060.0,22012026.0
Malaysia,2008,0,245956,19043427,77,,,,
Malaysia,2008,10,219992,19002533,86,,,,
Malaysia,2008,15,219107,18965492,87,,,,
Malaysia,2008,20,218391,18935644,87,,,,
Malaysia,2008,25,217969,18917190,87,,,,
Malaysia,2008,30,217193,18883719,87,5790140.0,817381.0,4972758.0,1658735.0
Malaysia,2008,50,213084,18683598,88,5774034.0,805879.0,4968155.0,1657246.0
Malaysia,2008,75,196776,17753689,90,5653226.0,757321.0,4895905.0,1638275.0
Malaysia,2008,0,127363,14046459,110,,,,
Malaysia,2008,10,123310,14038401,114,,,,
Malaysia,2008,15,123060,14026285,114,,,,
Malaysia,2008,20,122872,14016854,114,,,,
Malaysia,2008,25,122728,14009652,114,,,,
Malaysia,2008,30,122491,13997698,114,758148.0,651881.0,106267.0,342785.0
Malaysia,2008,50,121326,13927040,115,754331.0,645397.0,108934.0,342169.0
Malaysia,2008,75,113522,13352637,118,717652.0,601303.0,116349.0,334146.0
Malaysia,2008,0,43427,2806794,65,,,,
Malaysia,2008,10,37777,2783632,74,,,,
Malaysia,2008,15,37481,2771170,74,,,,
Malaysia,2008,20,37272,2762441,74,,,,
Malaysia,2008,25,37147,2757216,74,,,,
Malaysia,2008,30,36890,2746155,74,668881.0,222560.0,446322.0,756594.0
Malaysia,2008,50,35939,2702743,75,667456.0,216531.0,450926.0,755665.0
Malaysia,2008,75,33060,2563149,78,660543.0,197714.0,462829.0,750612.0
Malaysia,2008,0,140264,11351399,81,,,,
Malaysia,2008,10,128776,11312309,88,,,,
Malaysia,2008,15,128273,11291439,88,,,,
Malaysia,2008,20,127928,11276616,88,,,,
Malaysia,2008,25,127667,11265476,88,,,,
Malaysia,2008,30,127167,11244279,88,2022544.0,880794.0,1141750.0,3205237.0
Malaysia,2008,50,125286,11154332,89,2016928.0,869713.0,1147215.0,3204232.0
Malaysia,2008,75,116548,10654679,91,1977613.0,822012.0,1155601.0,3191826.0
Malaysia,2008,0,75234,5838748,78,,,,
Malaysia,2008,10,67515,5792830,86,,,,
Malaysia,2008,15,67127,5776193,86,,,,
Malaysia,2008,20,66862,5764408,86,,,,
Malaysia,2008,25,66677,5756330,86,,,,
Malaysia,2008,30,66309,5740255,87,664566.0,704579.0,-40013.0,348710.0
Malaysia,2008,50,64863,5668232,87,660801.0,697568.0,-36767.0,348119.0
Malaysia,2008,75,58671,5306769,90,636605.0,669167.0,-32562.0,341747.0
Malaysia,2008,0,375753,45853828,122,,,,
Malaysia,2008,10,355582,45814898,129,,,,
Malaysia,2008,15,354572,45765236,129,,,,
Malaysia,2008,20,353993,45735945,129,,,,
Malaysia,2008,25,353422,45706526,129,,,,
Malaysia,2008,30,352570,45662811,130,3532253.0,1409872.0,2122381.0,675952.0
Malaysia,2008,50,348557,45419935,130,3519589.0,1388226.0,2131363.0,675871.0
Malaysia,2008,75,331824,44165328,133,3436903.0,1298665.0,2138238.0,672543.0
Malaysia,2008,0,215367,18021857,84,,,,
Malaysia,2008,10,201283,17988526,89,,,,
Malaysia,2008,15,200350,17946911,90,,,,
Malaysia,2008,20,199672,17916560,90,,,,
Malaysia,2008,25,199191,17895071,90,,,,
Malaysia,2008,30,198354,17857310,90,2115992.0,1059100.0,1056892.0,3151156.0
Malaysia,2008,50,194095,17642520,91,2104834.0,1035611.0,1069223.0,3146199.0
Malaysia,2008,75,174572,16459324,94,2033003.0,927205.0,1105797.0,3104639.0
Malaysia,2008,0,199477,14661058,73,,,,
Malaysia,2008,10,167965,14628546,87,,,,
Malaysia,2008,15,167057,14590556,87,,,,
Malaysia,2008,20,166422,14563655,88,,,,
Malaysia,2008,25,165920,14541508,88,,,,
Malaysia,2008,30,164938,14497688,88,3234217.0,755081.0,2479135.0,1052064.0
Malaysia,2008,50,161235,14310872,89,3217727.0,738031.0,2479695.0,1051475.0
Malaysia,2008,75,146961,13483581,92,3127768.0,671415.0,2456353.0,1042876.0
Malaysia,2008,0,212939,16635989,78,,,,
Malaysia,2008,10,199799,16588619,83,,,,
Malaysia,2008,15,199101,16559883,83,,,,
Malaysia,2008,20,198634,16540478,83,,,,
Malaysia,2008,25,198261,16524474,83,,,,
Malaysia,2008,30,197655,16499217,83,3690689.0,1087660.0,2603029.0,11083586.0
Malaysia,2008,50,194895,16374949,84,3680468.0,1066095.0,2614373.0,11077707.0
Malaysia,2008,75,184388,15822453,86,3627320.0,990570.0,2636750.0,11017849.0
Malaysia,2008,0,403829,64497141,160,,,,
Malaysia,2008,10,397444,64483518,162,,,,
Malaysia,2008,15,397095,64465228,162,,,,
Malaysia,2008,20,396920,64455584,162,,,,
Malaysia,2008,25,396742,64445856,162,,,,
Malaysia,2008,30,396474,64431158,163,1649718.0,1029591.0,620126.0,2409047.0
Malaysia,2008,50,395096,64343339,163,1645754.0,1021576.0,624178.0,2407887.0
Malaysia,2008,75,389714,63894791,164,1626069.0,992859.0,633210.0,2395295.0
Malaysia,2008,0,418397,42206675,101,,,,
Malaysia,2008,10,397649,42169802,106,,,,
Malaysia,2008,15,396450,42119695,106,,,,
Malaysia,2008,20,395795,42091858,106,,,,
Malaysia,2008,25,395194,42065857,106,,,,
Malaysia,2008,30,394006,42014556,107,5071305.0,1599965.0,3471339.0,4945649.0
Malaysia,2008,50,389162,41775897,107,5053674.0,1574980.0,3478695.0,4941200.0
Malaysia,2008,75,367457,40477240,110,4952488.0,1466566.0,3485922.0,4892130.0
Malaysia,2008,0,493550,66289317,134,,,,
Malaysia,2008,10,473317,66248348,140,,,,
Malaysia,2008,15,472333,66198618,140,,,,
Malaysia,2008,20,471780,66169819,140,,,,
Malaysia,2008,25,471277,66143082,140,,,,
Malaysia,2008,30,470599,66107362,140,7429965.0,2659697.0,4770267.0,10395365.0
Malaysia,2008,50,466163,65828044,141,7388095.0,2621195.0,4766901.0,10380083.0
Malaysia,2008,75,450180,64488476,143,7202326.0,2492284.0,4710042.0,10254656.0
Malaysia,2008,0,63235,5742769,91,,,,
Malaysia,2008,10,47182,5731028,121,,,,
Malaysia,2008,15,46664,5706230,122,,,,
Malaysia,2008,20,46441,5694760,123,,,,
Malaysia,2008,25,46227,5684108,123,,,,
Malaysia,2008,30,45938,5668539,123,218254.0,177458.0,40796.0,333810.0
Malaysia,2008,50,44737,5592923,125,214204.0,169857.0,44347.0,331636.0
Malaysia,2008,75,41755,5364986,128,195126.0,152190.0,42936.0,316355.0
Malaysia,2008,0,83548,6924623,83,,,,
Malaysia,2008,10,61421,6910930,113,,,,
Malaysia,2008,15,60806,6881893,113,,,,
Malaysia,2008,20,60512,6866899,113,,,,
Malaysia,2008,25,60272,6855345,114,,,,
Malaysia,2008,30,59920,6837383,114,302223.0,300662.0,1562.0,113187.0
Malaysia,2008,50,58353,6739332,115,295272.0,289342.0,5930.0,112016.0
Malaysia,2008,75,53541,6374085,119,257099.0,253777.0,3322.0,101994.0
Malaysia,2008,0,173203,18898904,109,,,,
Malaysia,2008,10,153851,18868782,123,,,,
Malaysia,2008,15,153227,18836508,123,,,,
Malaysia,2008,20,152779,18812124,123,,,,
Malaysia,2008,25,152433,18794609,123,,,,
Malaysia,2008,30,151894,18765041,124,900328.0,584580.0,315748.0,1105918.0
Malaysia,2008,50,149458,18608540,125,892462.0,569531.0,322930.0,1104066.0
Malaysia,2008,75,141218,17965517,127,832424.0,517320.0,315104.0,1082518.0
Malaysia,2008,0,61551,2138657,35,,,,
Malaysia,2008,10,35756,2075186,58,,,,
Malaysia,2008,15,35021,2047306,58,,,,
Malaysia,2008,20,34676,2033590,59,,,,
Malaysia,2008,25,34428,2023988,59,,,,
Malaysia,2008,30,33955,2005066,59,179700.0,529599.0,-349899.0,123572.0
Malaysia,2008,50,31852,1911883,60,173423.0,512653.0,-339230.0,121239.0
Malaysia,2008,75,25762,1602607,62,145576.0,468472.0,-322896.0,106934.0
Malaysia,2008,0,83417,4344258,52,,,,
Malaysia,2008,10,67689,4312470,64,,,,
Malaysia,2008,15,66846,4282707,64,,,,
Malaysia,2008,20,66325,4263805,64,,,,
Malaysia,2008,25,65920,4249475,64,,,,
Malaysia,2008,30,65251,4224702,65,442144.0,239108.0,203035.0,497151.0
Malaysia,2008,50,62106,4093589,66,436522.0,222942.0,213580.0,495897.0
Malaysia,2008,75,51461,3576348,69,404166.0,177233.0,226933.0,474781.0
Malaysia,2008,0,118431,7360006,62,,,,
Malaysia,2008,10,95128,7329633,77,,,,
Malaysia,2008,15,94271,7295036,77,,,,
Malaysia,2008,20,93558,7264480,78,,,,
Malaysia,2008,25,93056,7243743,78,,,,
Malaysia,2008,30,92291,7211582,78,577847.0,333771.0,244076.0,235046.0
Malaysia,2008,50,87899,7014939,80,568844.0,308802.0,260042.0,234146.0
Malaysia,2008,75,75209,6381455,85,524603.0,238188.0,286416.0,217495.0
Malaysia,2008,0,46750,1396669,30,,,,
Malaysia,2008,10,15525,1380539,89,,,,
Malaysia,2008,15,14958,1355298,91,,,,
Malaysia,2008,20,14754,1345274,91,,,,
Malaysia,2008,25,14543,1335237,92,,,,
Malaysia,2008,30,14269,1321446,93,116455.0,86693.0,29762.0,59958.0
Malaysia,2008,50,13128,1252318,95,112593.0,79415.0,33178.0,59383.0
Malaysia,2008,75,10143,1031684,102,93587.0,63100.0,30486.0,52460.0
Malaysia,2008,0,98418,5740996,58,,,,
Malaysia,2008,10,71386,5687571,80,,,,
Malaysia,2008,15,70799,5665795,80,,,,
Malaysia,2008,20,70275,5645721,80,,,,
Malaysia,2008,25,69912,5632223,81,,,,
Malaysia,2008,30,69268,5608128,81,161476.0,175833.0,-14357.0,171219.0
Malaysia,2008,50,65684,5464895,83,155502.0,157773.0,-2271.0,170600.0
Malaysia,2008,75,54308,4935512,91,135016.0,109547.0,25469.0,161913.0
Malaysia,2008,0,53889,2511044,47,,,,
Malaysia,2008,10,33365,2488980,75,,,,
Malaysia,2008,15,32815,2466350,75,,,,
Malaysia,2008,20,32443,2451009,76,,,,
Malaysia,2008,25,32187,2440589,76,,,,
Malaysia,2008,30,31772,2423083,76,231437.0,161647.0,69790.0,187938.0
Malaysia,2008,50,29843,2327664,78,225730.0,151677.0,74052.0,184845.0
Malaysia,2008,75,24185,1985963,82,197281.0,124187.0,73094.0,171130.0
Malaysia,2008,0,117362,11843913,101,,,,
Malaysia,2008,10,97821,11802645,121,,,,
Malaysia,2008,15,97166,11771588,121,,,,
Malaysia,2008,20,96718,11749110,121,,,,
Malaysia,2008,25,96395,11733632,122,,,,
Malaysia,2008,30,95732,11700170,122,332179.0,273352.0,58827.0,172091.0
Malaysia,2008,50,93485,11567425,124,328769.0,259955.0,68815.0,170974.0
Malaysia,2008,75,87190,11116457,127,311242.0,228978.0,82264.0,159566.0
Malaysia,2008,0,269190,33777164,125,,,,
Malaysia,2008,10,252540,33754710,134,,,,
Malaysia,2008,15,251782,33717070,134,,,,
Malaysia,2008,20,251239,33688600,134,,,,
Malaysia,2008,25,250889,33670679,134,,,,
Malaysia,2008,30,250341,33641838,134,1331557.0,728933.0,602624.0,1309830.0
Malaysia,2008,50,247449,33460220,135,1323555.0,710900.0,612655.0,1307049.0
Malaysia,2008,75,237295,32697199,138,1277035.0,647829.0,629206.0,1279379.0
Malaysia,2008,0,388011,46880119,121,,,,
Malaysia,2008,10,341179,46860111,137,,,,
Malaysia,2008,15,340410,46819586,138,,,,
Malaysia,2008,20,339861,46789504,138,,,,
Malaysia,2008,25,339550,46772521,138,,,,
Malaysia,2008,30,338940,46738179,138,1318962.0,936497.0,382465.0,648639.0
Malaysia,2008,50,336009,46542561,139,1312860.0,915737.0,397123.0,647541.0
Malaysia,2008,75,324049,45560690,141,1270086.0,830615.0,439471.0,629646.0
Malaysia,2008,0,251261,25972938,103,,,,
Malaysia,2008,10,223616,25931930,116,,,,
Malaysia,2008,15,222450,25875422,116,,,,
Malaysia,2008,20,221667,25835969,117,,,,
Malaysia,2008,25,221131,25809157,117,,,,
Malaysia,2008,30,220170,25760275,117,1432953.0,834331.0,598621.0,2130735.0
Malaysia,2008,50,215408,25472008,118,1419874.0,805560.0,614313.0,2121538.0
Malaysia,2008,75,193713,23834332,123,1315562.0,683145.0,632417.0,2017172.0
Malaysia,2008,0,56862,3394072,60,,,,
Malaysia,2008,10,38159,3373895,88,,,,
Malaysia,2008,15,37344,3337644,89,,,,
Malaysia,2008,20,36873,3315992,90,,,,
Malaysia,2008,25,36516,3299727,90,,,,
Malaysia,2008,30,35770,3263912,91,353461.0,230496.0,122965.0,136087.0
Malaysia,2008,50,33042,3119487,94,347699.0,210887.0,136812.0,135225.0
Malaysia,2008,75,25963,2662600,103,318308.0,160739.0,157569.0,128165.0
Malaysia,2008,0,66292,4992961,75,,,,
Malaysia,2008,10,51833,4967438,96,,,,
Malaysia,2008,15,51183,4936646,96,,,,
Malaysia,2008,20,50809,4918138,97,,,,
Malaysia,2008,25,50520,4904066,97,,,,
Malaysia,2008,30,49895,4872185,98,511706.0,307852.0,203854.0,252778.0
Malaysia,2008,50,47510,4730264,100,503867.0,291410.0,212457.0,250696.0
Malaysia,2008,75,39117,4121634,105,458864.0,234654.0,224210.0,239325.0
Malaysia,2008,0,139918,12972988,93,,,,
Malaysia,2008,10,118010,12936477,110,,,,
Malaysia,2008,15,117032,12891151,110,,,,
Malaysia,2008,20,116502,12864753,110,,,,
Malaysia,2008,25,116102,12845506,111,,,,
Malaysia,2008,30,115377,12808705,111,1269125.0,613146.0,655979.0,1467985.0
Malaysia,2008,50,111891,12606668,113,1254987.0,587159.0,667829.0,1462631.0
Malaysia,2008,75,99785,11757935,118,1173874.0,496895.0,676979.0,1430869.0
Malaysia,2009,0,198079,12559041,63,,,,
Malaysia,2009,10,165072,12513804,76,,,,
Malaysia,2009,15,163478,12445657,76,,,,
Malaysia,2009,20,162303,12392369,76,,,,
Malaysia,2009,25,161666,12363710,76,,,,
Malaysia,2009,30,160446,12308338,77,1387148.0,1294216.0,92932.0,1769347.0
Malaysia,2009,50,153927,11978043,78,1371113.0,1237023.0,134090.0,1763116.0
Malaysia,2009,75,130399,10572028,81,1276314.0,1031171.0,245143.0,1699398.0
Malaysia,2009,0,97833,4624225,47,,,,
Malaysia,2009,10,56373,4578697,81,,,,
Malaysia,2009,15,55438,4542650,82,,,,
Malaysia,2009,20,55011,4525071,82,,,,
Malaysia,2009,25,54665,4511364,83,,,,
Malaysia,2009,30,54076,4486954,83,430587.0,349333.0,81254.0,722123.0
Malaysia,2009,50,51632,4364581,85,422311.0,334560.0,87750.0,717908.0
Malaysia,2009,75,43363,3849346,89,376604.0,286121.0,90483.0,679361.0
Malaysia,2009,0,287337,24585006,86,,,,
Malaysia,2009,10,242618,24518278,101,,,,
Malaysia,2009,15,240879,24438381,101,,,,
Malaysia,2009,20,239491,24371980,102,,,,
Malaysia,2009,25,238772,24337380,102,,,,
Malaysia,2009,30,237610,24281383,102,1557555.0,575293.0,982261.0,2870239.0
Malaysia,2009,50,231234,23927826,103,1534643.0,544193.0,990449.0,2859212.0
Malaysia,2009,75,207777,22268113,107,1435557.0,448200.0,987357.0,2767877.0
Malaysia,2009,0,340495,28063753,82,,,,
Malaysia,2009,10,291909,28008994,96,,,,
Malaysia,2009,15,290110,27940068,96,,,,
Malaysia,2009,20,288881,27890581,97,,,,
Malaysia,2009,25,288137,27861360,97,,,,
Malaysia,2009,30,286743,27805145,97,2999352.0,1203749.0,1795603.0,4911856.0
Malaysia,2009,50,279681,27468046,98,2975617.0,1160470.0,1815148.0,4903986.0
Malaysia,2009,75,251855,25778339,102,2817412.0,998134.0,1819278.0,4804251.0
Malaysia,2009,0,75770,5431290,72,,,,
Malaysia,2009,10,57319,5411805,94,,,,
Malaysia,2009,15,56773,5387107,95,,,,
Malaysia,2009,20,56409,5370027,95,,,,
Malaysia,2009,25,56198,5360108,95,,,,
Malaysia,2009,30,55772,5339998,96,161076.0,101367.0,59709.0,440696.0
Malaysia,2009,50,54045,5245891,97,157586.0,95575.0,62011.0,438689.0
Malaysia,2009,75,47708,4815722,101,140192.0,77689.0,62502.0,419338.0
Malaysia,2009,0,95344,6775115,71,,,,
Malaysia,2009,10,78925,6754358,86,,,,
Malaysia,2009,15,78249,6722271,86,,,,
